uid,namedLocation,domainID,siteID,plotID,trapID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,eventID,trappingDays,sampleCollected,sampleID,sampleCode,sampleCondition,cupStatus,lidStatus,fluidLevel,samplingProtocolVersion,samplingImpractical,recordedBy,remarks,publicationDate,release
0e810573-a26f-4ce4-9318-d3558cf757d2,BLAN_003.basePlot.bet,D02,BLAN,BLAN_003,S,distributed,pastureHay,39.078872,-77.963659,WGS84,20.1,121.8,0.1,2020-08-11T00:00:00Z,2020-08-25T00:00:00Z,BLAN.2020.33,14,Y,BLAN_003.S.20200825,A00000160928,OK,Ok,Ok,Ok,NEON.DOC.014050vK,OK,0000-0001-9777-363X,NA,20240112T181756Z,RELEASE-2024
da7930a9-321c-44c7-a6fb-c60df775e9f2,BLAN_003.basePlot.bet,D02,BLAN,BLAN_003,E,distributed,pastureHay,39.078872,-77.963659,WGS84,20.1,121.8,0.1,2020-08-11T00:00:00Z,2020-08-25T00:00:00Z,BLAN.2020.33,14,Y,BLAN_003.E.20200825,A00000160927,OK,Ok,Ok,Ok,NEON.DOC.014050vK,OK,0000-0001-9777-363X,NA,20240112T181756Z,RELEASE-2024
09f40a51-6be6-4c52-bf24-abf963e39bb0,BLAN_011.basePlot.bet,D02,BLAN,BLAN_011,S,distributed,deciduousForest,39.087243,-77.974013,WGS84,20.2,141,0.3,2020-08-11T00:00:00Z,2020-08-25T00:00:00Z,BLAN.2020.33,14,Y,BLAN_011.S.20200825,A00000160952,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-8112-7529,NA,20240112T181756Z,RELEASE-2024
9792130a-a636-45c7-921d-94a89354369b,BLAN_001.basePlot.bet,D02,BLAN,BLAN_001,S,distributed,deciduousForest,39.087919,-77.958389,WGS84,20.2,128.3,0.3,2020-08-11T00:00:00Z,2020-08-25T00:00:00Z,BLAN.2020.33,14,Y,BLAN_001.S.20200825,A00000160937,OK,Ok,Ok,Ok,NEON.DOC.014050vK,OK,0000-0001-9777-363X,NA,20240112T181756Z,RELEASE-2024
188f83c1-4ae0-4342-a77f-a0955fd39cdf,BLAN_008.basePlot.bet,D02,BLAN,BLAN_008,S,distributed,pastureHay,39.084853,-77.965124,WGS84,20.1,142.1,0.1,2020-08-11T00:00:00Z,2020-08-25T00:00:00Z,BLAN.2020.33,14,Y,BLAN_008.S.20200825,A00000160955,OK,Ok,Ok,Ok,NEON.DOC.014050vK,OK,0000-0001-9777-363X,NA,20240112T181756Z,RELEASE-2024
8a0652ca-0e9b-4864-b40e-b7c5a0d89110,BLAN_001.basePlot.bet,D02,BLAN,BLAN_001,E,distributed,deciduousForest,39.087919,-77.958389,WGS84,20.2,128.3,0.3,2020-08-11T00:00:00Z,2020-08-25T00:00:00Z,BLAN.2020.33,14,Y,BLAN_001.E.20200825,A00000160936,OK,Ok,Ok,Ok,NEON.DOC.014050vK,OK,0000-0001-9777-363X,NA,20240112T181756Z,RELEASE-2024
07e7f315-ebce-4d80-85f1-d4eb1f6fb4af,BLAN_005.basePlot.bet,D02,BLAN,BLAN_005,S,distributed,deciduousForest,39.087456,-77.971942,WGS84,20.1,137.4,0.2,2020-08-11T00:00:00Z,2020-08-25T00:00:00Z,BLAN.2020.33,14,Y,BLAN_005.S.20200825,A00000160949,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-8112-7529,NA,20240112T181756Z,RELEASE-2024
3342761a-9fe3-4c6d-8ec4-87d0c4c99e19,BLAN_004.basePlot.bet,D02,BLAN,BLAN_004,W,distributed,pastureHay,39.087516,-77.962567,WGS84,20.1,128.4,0.1,2020-08-11T00:00:00Z,2020-08-25T00:00:00Z,BLAN.2020.33,14,Y,BLAN_004.W.20200825,A00000160944,OK,Ok,Ok,Ok,NEON.DOC.014050vK,OK,0000-0002-7260-9320,NA,20240112T181756Z,RELEASE-2024
39c992c3-146e-44ca-8bdf-b13c25bddcad,BLAN_012.basePlot.bet,D02,BLAN,BLAN_012,W,distributed,deciduousForest,39.082046,-77.961088,WGS84,20.2,138.9,0.3,2020-08-11T00:00:00Z,2020-08-25T00:00:00Z,BLAN.2020.33,14,Y,BLAN_012.W.20200825,A00000160932,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-8112-7529,NA,20240112T181756Z,RELEASE-2024
75ce07f9-ccad-4dd9-92ea-e6d056b30d82,BONA_004.basePlot.bet,D19,BONA,BONA_004,S,distributed,evergreenForest,65.190675,-147.536694,WGS84,20.1,668.9,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_004.S.20200630,A00000300557,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
30cb12b0-b579-4b0e-976b-ca01e31e6df5,BONA_012.basePlot.bet,D19,BONA,BONA_012,E,distributed,deciduousForest,65.153226,-147.539152,WGS84,20.2,305.6,0.3,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_012.E.20200630,A00000300565,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
d15bed53-d1d3-4891-8cd8-e05b7b1383db,BONA_009.basePlot.bet,D19,BONA,BONA_009,W,distributed,shrubScrub,65.169192,-147.520277,WGS84,20.1,429.6,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_009.W.20200630,A00000300572,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
9f6f3be0-31b0-489c-bf96-6cb9b7cc3bd2,BONA_003.basePlot.bet,D19,BONA,BONA_003,W,distributed,evergreenForest,65.201069,-147.486275,WGS84,20.1,579,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_003.W.20200630,A00000300577,handling error,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-1678-1246,some of sample lost in ethanol change,20240112T181019Z,RELEASE-2024
470410f7-9e12-4c12-b8cc-6a9d9fc646d0,BONA_010.basePlot.bet,D19,BONA,BONA_010,S,distributed,woodyWetlands,65.157503,-147.473951,WGS84,20.1,252.8,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_010.S.20200630,A00000300567,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
11cd74c7-4fd9-405d-b519-7dfb89055953,BONA_015.basePlot.bet,D19,BONA,BONA_015,E,distributed,deciduousForest,65.176793,-147.501859,WGS84,20.2,483.7,0.3,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_015.E.20200630,A00000300562,OK,Disturbed,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
13623a67-dc18-4ada-83da-cae5b2299171,BONA_001.basePlot.bet,D19,BONA,BONA_001,W,distributed,deciduousForest,65.174447,-147.478155,WGS84,20.3,374.1,0.5,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_001.W.20200630,A00000300583,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
4e4ca8bb-47af-4c42-8939-d179ffee4c46,BONA_016.basePlot.bet,D19,BONA,BONA_016,E,distributed,evergreenForest,65.199927,-147.507406,WGS84,20.1,650.1,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_016.E.20200630,A00000300559,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
13421ae8-1003-4388-8b11-8eedd65f33c9,BONA_015.basePlot.bet,D19,BONA,BONA_015,S,distributed,deciduousForest,65.176793,-147.501859,WGS84,20.2,483.7,0.3,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_015.S.20200630,A00000300561,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
c1948ce7-38a4-4499-866c-8fe674fea0c6,BONA_009.basePlot.bet,D19,BONA,BONA_009,E,distributed,shrubScrub,65.169192,-147.520277,WGS84,20.1,429.6,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_009.E.20200630,A00000300571,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
a981ca0b-fd30-4a79-bd19-db0d32963e33,BONA_002.basePlot.bet,D19,BONA,BONA_002,E,distributed,deciduousForest,65.163534,-147.527149,WGS84,20.1,484.2,0.2,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_002.E.20200630,A00000300579,OK,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
dcf57c31-0fff-421f-bd0e-ad13101a062d,BONA_016.basePlot.bet,D19,BONA,BONA_016,W,distributed,evergreenForest,65.199927,-147.507406,WGS84,20.1,650.1,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_016.W.20200630,A00000300560,handling error,Ok,Ok,High,NEON.DOC.014050vM,OK,0000-0003-1678-1246,lost half of sample in field before first ethanol rinse,20240112T181019Z,RELEASE-2024
3fdc6c9a-68b1-430b-baa4-646ad995618e,BONA_003.basePlot.bet,D19,BONA,BONA_003,E,distributed,evergreenForest,65.201069,-147.486275,WGS84,20.1,579,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_003.E.20200630,A00000300576,OK,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
4ffca947-18d2-44c9-8f29-b5d188a54381,BONA_010.basePlot.bet,D19,BONA,BONA_010,W,distributed,woodyWetlands,65.157503,-147.473951,WGS84,20.1,252.8,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_010.W.20200630,A00000300569,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
87884d8d-4adf-46b0-a96c-2398a552cfaa,BONA_015.basePlot.bet,D19,BONA,BONA_015,W,distributed,deciduousForest,65.176793,-147.501859,WGS84,20.2,483.7,0.3,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_015.W.20200630,A00000300563,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
17e47f44-0968-4f75-bdbd-007a11fe7794,BONA_001.basePlot.bet,D19,BONA,BONA_001,E,distributed,deciduousForest,65.174447,-147.478155,WGS84,20.3,374.1,0.5,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_001.E.20200630,A00000300582,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
1d91522d-0ab2-4808-8a17-2e7c7c60e9a3,BONA_026.basePlot.bet,D19,BONA,BONA_026,W,distributed,mixedForest,65.192484,-147.477756,WGS84,20.1,615.7,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_026.W.20200630,A00000300541,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
6e2b810a-1848-4f2e-862f-d8d6eb9346d2,BONA_004.basePlot.bet,D19,BONA,BONA_004,E,distributed,evergreenForest,65.190675,-147.536694,WGS84,20.1,668.9,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_004.E.20200630,A00000300573,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
9281006c-68b5-4f7b-93e1-479348cbefac,BONA_012.basePlot.bet,D19,BONA,BONA_012,S,distributed,deciduousForest,65.153226,-147.539152,WGS84,20.2,305.6,0.3,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_012.S.20200630,A00000300564,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
b4292020-7de5-4bd1-acd7-ed488d7cfe69,BONA_004.basePlot.bet,D19,BONA,BONA_004,W,distributed,evergreenForest,65.190675,-147.536694,WGS84,20.1,668.9,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_004.W.20200630,A00000300574,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
bf4439ff-2060-4ddf-be23-1d93cee0baf9,BONA_001.basePlot.bet,D19,BONA,BONA_001,S,distributed,deciduousForest,65.174447,-147.478155,WGS84,20.3,374.1,0.5,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_001.S.20200630,A00000300581,OK,Ok,"Ok, washer used",Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
11cdd27a-0e5b-4da3-8023-a48465292ff1,BONA_010.basePlot.bet,D19,BONA,BONA_010,E,distributed,woodyWetlands,65.157503,-147.473951,WGS84,20.1,252.8,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_010.E.20200630,A00000300568,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
c7120442-14eb-41c3-8911-f0b01c64d5b3,BONA_009.basePlot.bet,D19,BONA,BONA_009,S,distributed,shrubScrub,65.169192,-147.520277,WGS84,20.1,429.6,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_009.S.20200630,A00000300570,OK,Ok,Disturbed,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
be4290da-16e8-4da1-88fc-c512a3533cf7,BONA_002.basePlot.bet,D19,BONA,BONA_002,W,distributed,deciduousForest,65.163534,-147.527149,WGS84,20.1,484.2,0.2,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_002.W.20200630,A00000300580,OK,Disturbed,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
c0dcdaa0-402d-4149-bfa0-a21521c98197,BONA_016.basePlot.bet,D19,BONA,BONA_016,S,distributed,evergreenForest,65.199927,-147.507406,WGS84,20.1,650.1,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_016.S.20200630,A00000300558,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
a080ee10-df3f-4535-ada9-ddde3b7ddf3e,BONA_002.basePlot.bet,D19,BONA,BONA_002,S,distributed,deciduousForest,65.163534,-147.527149,WGS84,20.1,484.2,0.2,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_002.S.20200630,A00000300578,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
8d90bb42-1556-463a-aefa-ec8ead6cbd3f,BONA_026.basePlot.bet,D19,BONA,BONA_026,S,distributed,mixedForest,65.192484,-147.477756,WGS84,20.1,615.7,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_026.S.20200630,A00000300542,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
cfcb6042-3723-4229-9580-91f37221a381,BONA_026.basePlot.bet,D19,BONA,BONA_026,E,distributed,mixedForest,65.192484,-147.477756,WGS84,20.1,615.7,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_026.E.20200630,A00000300543,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
04146dfd-7f14-4db1-9a8c-18a211a5532d,BONA_012.basePlot.bet,D19,BONA,BONA_012,W,distributed,deciduousForest,65.153226,-147.539152,WGS84,20.2,305.6,0.3,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_012.W.20200630,A00000300566,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181019Z,RELEASE-2024
8e0d42a4-0fb9-47da-9746-48dd442ea489,BONA_003.basePlot.bet,D19,BONA,BONA_003,S,distributed,evergreenForest,65.201069,-147.486275,WGS84,20.1,579,0.1,2020-06-16T00:00:00Z,2020-06-30T00:00:00Z,BONA.2020.25,14,Y,BONA_003.S.20200630,A00000300575,OK,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-1678-1246,NA,20240112T181019Z,RELEASE-2024
3dbac407-520c-4662-8eb8-008151539389,BONA_026.basePlot.bet,D19,BONA,BONA_026,S,distributed,mixedForest,65.192484,-147.477756,WGS84,20.1,615.7,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_026.S.20200714,A00000300812,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
7fc3ca0a-23ec-433e-b4f7-0dfd26185408,BONA_003.basePlot.bet,D19,BONA,BONA_003,E,distributed,evergreenForest,65.201069,-147.486275,WGS84,20.1,579,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_003.E.20200714,A00000300549,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
e9558088-6c58-412b-8f08-94a5b27c4a52,BONA_016.basePlot.bet,D19,BONA,BONA_016,E,distributed,evergreenForest,65.199927,-147.507406,WGS84,20.1,650.1,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_016.E.20200714,A00000300816,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
c903ae0b-23c9-47ac-a618-de58f5c32446,BONA_015.basePlot.bet,D19,BONA,BONA_015,S,distributed,deciduousForest,65.176793,-147.501859,WGS84,20.2,483.7,0.3,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_015.S.20200714,A00000300818,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
4ef740bc-92e8-4aba-bf61-151cb91e1171,BONA_015.basePlot.bet,D19,BONA,BONA_015,E,distributed,deciduousForest,65.176793,-147.501859,WGS84,20.2,483.7,0.3,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_015.E.20200714,A00000300819,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
d5719b5d-05ed-4b25-ac89-d0e4f4c6ccfc,BONA_012.basePlot.bet,D19,BONA,BONA_012,E,distributed,deciduousForest,65.153226,-147.539152,WGS84,20.2,305.6,0.3,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_012.E.20200714,A00000300822,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
4e212f1a-79cf-4168-916b-4ef321651517,BONA_002.basePlot.bet,D19,BONA,BONA_002,W,distributed,deciduousForest,65.163534,-147.527149,WGS84,20.1,484.2,0.2,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_002.W.20200714,A00000300553,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
fbacbbec-360c-4686-b585-de58da01fb62,BONA_009.basePlot.bet,D19,BONA,BONA_009,E,distributed,shrubScrub,65.169192,-147.520277,WGS84,20.1,429.6,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_009.E.20200714,A00000300828,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
9bd2be33-adfd-4b53-b219-8a447b71b9d9,BONA_001.basePlot.bet,D19,BONA,BONA_001,S,distributed,deciduousForest,65.174447,-147.478155,WGS84,20.3,374.1,0.5,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_001.S.20200714,A00000300554,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
dd3602f2-61d8-4529-a366-ad5f80ee3c69,BONA_004.basePlot.bet,D19,BONA,BONA_004,W,distributed,evergreenForest,65.190675,-147.536694,WGS84,20.1,668.9,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_004.W.20200714,A00000300547,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
378446cd-13ac-47e8-9e5b-8610e21e9024,BONA_015.basePlot.bet,D19,BONA,BONA_015,W,distributed,deciduousForest,65.176793,-147.501859,WGS84,20.2,483.7,0.3,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_015.W.20200714,A00000300820,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
d1bcff25-4c39-406e-8066-e307b7bb2bb0,BONA_012.basePlot.bet,D19,BONA,BONA_012,S,distributed,deciduousForest,65.153226,-147.539152,WGS84,20.2,305.6,0.3,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_012.S.20200714,A00000300821,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
1bc670f7-21ec-4d50-ba56-4dc99e900329,BONA_004.basePlot.bet,D19,BONA,BONA_004,E,distributed,evergreenForest,65.190675,-147.536694,WGS84,20.1,668.9,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_004.E.20200714,A00000300546,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
b42dad10-f68d-4585-a8ac-4829cf4ad830,BONA_009.basePlot.bet,D19,BONA,BONA_009,S,distributed,shrubScrub,65.169192,-147.520277,WGS84,20.1,429.6,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_009.S.20200714,A00000300827,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
39ef5989-0852-49c6-aa6e-c3c72be07e0d,BONA_010.basePlot.bet,D19,BONA,BONA_010,S,distributed,woodyWetlands,65.157503,-147.473951,WGS84,20.1,252.8,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_010.S.20200714,A00000300824,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
a0ae2488-77ee-4f0e-82e6-b9bf631719fa,BONA_002.basePlot.bet,D19,BONA,BONA_002,E,distributed,deciduousForest,65.163534,-147.527149,WGS84,20.1,484.2,0.2,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_002.E.20200714,A00000300552,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
7cfc8ad1-12af-4136-97ea-e30a91273044,BONA_004.basePlot.bet,D19,BONA,BONA_004,S,distributed,evergreenForest,65.190675,-147.536694,WGS84,20.1,668.9,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_004.S.20200714,A00000300545,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
cdcada8d-186c-4ae5-8108-31adf0ae61d1,BONA_016.basePlot.bet,D19,BONA,BONA_016,W,distributed,evergreenForest,65.199927,-147.507406,WGS84,20.1,650.1,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_016.W.20200714,A00000300817,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
cfe8d88c-1ccd-4b3a-8415-97820f323c2e,BONA_010.basePlot.bet,D19,BONA,BONA_010,W,distributed,woodyWetlands,65.157503,-147.473951,WGS84,20.1,252.8,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_010.W.20200714,A00000300826,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
1385ffe4-00c8-409a-ae9b-a2a01d447f7d,BONA_026.basePlot.bet,D19,BONA,BONA_026,W,distributed,mixedForest,65.192484,-147.477756,WGS84,20.1,615.7,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_026.W.20200714,A00000300814,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0001-5401-430X,NA,20240112T181431Z,RELEASE-2024
ca41a33e-7912-4aca-91aa-cfae0ce0482a,BONA_002.basePlot.bet,D19,BONA,BONA_002,S,distributed,deciduousForest,65.163534,-147.527149,WGS84,20.1,484.2,0.2,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_002.S.20200714,A00000300551,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
f391b05d-bf6e-4cbd-89ea-d0b395b45f71,BONA_001.basePlot.bet,D19,BONA,BONA_001,W,distributed,deciduousForest,65.174447,-147.478155,WGS84,20.3,374.1,0.5,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_001.W.20200714,A00000300556,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
b139a573-3f53-4327-bb28-eaa4489488ed,BONA_010.basePlot.bet,D19,BONA,BONA_010,E,distributed,woodyWetlands,65.157503,-147.473951,WGS84,20.1,252.8,0.1,2020-06-30T00:00:00Z,2020-07-14T00:00:00Z,BONA.2020.27,14,Y,BONA_010.E.20200714,A00000300825,OK,Ok,Ok,Ok,NEON.DOC.014050vM,OK,0000-0002-6938-2276,NA,20240112T181431Z,RELEASE-2024
